LSOA code,local authority name,local authority code,All households,One person Aged 66+,One person Aged up to 65,Family: all aged 66+,Married or civil partnership couple: No children,Married or civil partnership couple: Dependent children,Married or civil partnership couple: non-dependent children,Cohabiting couple: No children,Cohabiting couple: Dependent children,Cohabiting couple: Non-dependent children,Lone parent: dependent children,Lone parent: non-dependent children,Other with dependent children,All other types,
E01000099,Barking and Dagenham,E09000002,934,51,144,18,63,221,53,35,42,7,114,50,87,49,
E01000100,Barking and Dagenham,E09000002,661,43,77,22,39,102,38,16,42,6,126,54,63,33,
E01000101,Barking and Dagenham,E09000002,580,56,77,16,34,115,41,17,25,8,60,41,54,36,
E01000102,Barking and Dagenham,E09000002,634,68,75,19,32,118,38,19,35,7,98,56,45,24,
E01000103,Barking and Dagenham,E09000002,543,31,57,14,28,114,39,10,21,9,65,44,70,41,
E01000104,Barking and Dagenham,E09000002,701,57,163,19,31,102,24,23,52,2,95,49,49,35,
E01000105,Barking and Dagenham,E09000002,943,95,225,29,41,121,34,35,48,8,127,58,64,58,
E01000106,Barking and Dagenham,E09000002,861,92,214,29,39,125,19,17,42,5,143,38,59,39,
E01000107,Barking and Dagenham,E09000002,606,69,55,42,49,119,42,9,29,10,66,35,45,36,
E01000108,Barking and Dagenham,E09000002,684,52,115,42,40,114,42,18,43,9,95,33,39,42,
E01000110,Barking and Dagenham,E09000002,520,49,49,31,39,103,40,13,15,4,55,25,54,43,
E01000111,Barking and Dagenham,E09000002,756,126,115,20,42,113,43,13,31,3,94,42,81,33,
E01000112,Barking and Dagenham,E09000002,699,66,114,15,58,130,42,23,20,3,87,31,54,56,
E01000113,Barking and Dagenham,E09000002,643,44,77,24,45,122,42,20,15,2,79,34,94,45,
E01000114,Barking and Dagenham,E09000002,752,54,91,23,52,199,46,19,30,8,87,44,63,36,
E01032580,Barking and Dagenham,E09000002,481,25,62,14,29,121,29,9,20,7,48,39,43,35,
E01033587,Barking and Dagenham,E09000002,1039,22,321,2,73,176,14,72,44,1,171,34,39,70,
E01034469,Barking and Dagenham,E09000002,542,24,64,12,27,212,16,20,27,0,57,20,38,25,
E01034470,Barking and Dagenham,E09000002,469,30,48,17,26,113,31,9,14,2,52,39,55,33,
E01034471,Barking and Dagenham,E09000002,783,37,117,15,42,173,27,27,51,6,110,33,93,52,
E01034472,Barking and Dagenham,E09000002,662,16,148,5,31,149,30,30,34,1,124,22,36,36,
E01034473,Barking and Dagenham,E09000002,429,10,87,4,33,119,28,18,10,0,25,12,43,40,
E01034474,Barking and Dagenham,E09000002,863,14,197,0,94,244,15,50,30,1,84,35,38,61,
E01034475,Barking and Dagenham,E09000002,587,67,84,16,26,109,32,11,24,5,65,38,54,56,
E01034476,Barking and Dagenham,E09000002,513,9,56,3,20,141,23,14,34,3,88,25,65,32,
E01034477,Barking and Dagenham,E09000002,552,3,106,1,42,159,8,20,29,1,95,21,35,32,
E01034478,Barking and Dagenham,E09000002,471,0,139,0,54,126,5,33,26,0,30,5,26,27,
E01034479,Barking and Dagenham,E09000002,744,34,125,6,35,169,21,21,33,5,160,56,38,41,
E01000115,Barnet,E09000003,486,51,30,55,51,108,85,6,9,3,11,22,23,32,
E01000116,Barnet,E09000003,616,81,56,53,47,157,69,9,23,5,25,37,23,31,
E01000117,Barnet,E09000003,692,103,77,70,55,137,59,22,23,6,43,39,21,37,
E01000118,Barnet,E09000003,751,91,85,52,63,167,72,24,24,10,35,49,45,34,
E01000119,Barnet,E09000003,628,54,46,64,59,144,69,19,8,3,38,37,40,47,
E01000120,Barnet,E09000003,496,47,32,62,31,128,71,6,15,0,18,25,24,37,
E01000121,Barnet,E09000003,523,29,86,22,30,88,45,14,20,2,64,70,23,30,
E01000122,Barnet,E09000003,513,57,37,39,39,136,66,8,16,0,29,29,28,29,
E01000123,Barnet,E09000003,728,65,139,44,105,110,48,36,27,2,51,40,27,34,
E01000124,Barnet,E09000003,792,70,232,27,40,97,28,28,41,8,81,36,37,67,
E01000126,Barnet,E09000003,769,40,151,9,47,132,67,27,19,5,76,67,54,75,
E01000127,Barnet,E09000003,514,29,80,21,27,87,42,9,8,7,52,41,61,50,
E01000128,Barnet,E09000003,627,49,62,24,34,129,52,4,13,5,45,69,68,73,
E01000129,Barnet,E09000003,576,72,79,10,33,86,34,12,13,8,72,56,36,65,
E01000130,Barnet,E09000003,658,36,113,21,49,102,52,20,13,4,73,53,56,66,
E01000131,Barnet,E09000003,719,57,104,39,39,110,56,27,19,1,85,40,55,87,
E01000132,Barnet,E09000003,506,24,56,10,29,111,41,7,17,3,66,54,45,43,
E01000133,Barnet,E09000003,566,52,101,16,29,102,40,6,10,8,57,64,44,37,
E01000134,Barnet,E09000003,638,62,93,17,29,125,49,17,16,6,77,37,58,52,
E01000135,Barnet,E09000003,623,58,123,53,34,140,60,28,15,1,18,27,19,47,
E01000136,Barnet,E09000003,562,65,81,62,60,107,27,18,11,4,31,22,29,45,
E01000137,Barnet,E09000003,667,75,113,21,31,90,31,19,21,3,128,66,20,49,
E01000138,Barnet,E09000003,652,61,184,27,46,100,36,27,12,2,42,30,27,58,
E01000139,Barnet,E09000003,540,60,82,38,40,104,32,36,7,2,27,19,19,74,
E01000140,Barnet,E09000003,866,74,204,38,73,145,25,57,8,3,50,45,16,128,
E01000141,Barnet,E09000003,785,63,224,13,45,100,32,43,13,4,61,47,31,109,
E01000142,Barnet,E09000003,890,54,223,26,70,160,47,59,24,3,78,36,34,76,
E01000143,Barnet,E09000003,672,46,177,17,30,89,20,35,8,2,109,54,25,60,
E01000144,Barnet,E09000003,739,58,260,23,54,112,21,41,9,2,23,29,25,82,
E01000145,Barnet,E09000003,488,47,65,36,32,119,43,9,3,2,27,21,20,64,
E01000146,Barnet,E09000003,872,74,274,36,79,109,17,77,5,0,30,24,32,115,
E01000147,Barnet,E09000003,566,60,54,41,24,94,60,14,10,2,18,23,74,92,
E01000150,Barnet,E09000003,765,58,125,49,51,141,87,15,20,1,51,37,59,71,
E01000151,Barnet,E09000003,657,38,180,4,13,102,21,3,21,3,168,45,34,25,
E01000152,Barnet,E09000003,937,31,153,10,89,208,41,49,44,5,107,75,55,70,
E01000153,Barnet,E09000003,743,75,171,22,34,127,38,22,26,7,91,50,44,36,
E01000154,Barnet,E09000003,704,40,151,14,48,101,45,31,19,1,74,59,43,78,
E01000156,Barnet,E09000003,744,71,101,27,49,199,29,31,45,4,59,28,21,80,
E01000157,Barnet,E09000003,670,64,155,30,44,110,36,43,36,7,63,31,19,32,
E01000158,Barnet,E09000003,548,39,87,28,45,107,37,28,24,6,53,37,18,39,
E01000159,Barnet,E09000003,651,51,90,57,54,115,77,20,27,3,50,39,34,34,
E01000160,Barnet,E09000003,799,44,190,26,83,143,33,60,27,3,65,27,36,62,
E01000161,Barnet,E09000003,808,68,169,49,63,146,41,38,28,3,93,33,24,53,
E01000162,Barnet,E09000003,548,64,73,37,34,102,58,12,15,4,39,33,33,44,
E01000163,Barnet,E09000003,807,59,283,13,41,103,27,45,30,5,94,51,18,38,
E01000164,Barnet,E09000003,646,54,127,20,42,118,29,28,19,7,74,53,34,41,
E01000165,Barnet,E09000003,708,63,140,44,54,125,44,23,27,3,68,34,28,55,
E01000166,Barnet,E09000003,668,77,114,59,41,123,48,28,19,3,54,45,24,33,
E01000167,Barnet,E09000003,523,50,77,23,37,88,46,16,23,7,55,42,25,34,
E01000168,Barnet,E09000003,556,80,37,83,54,103,75,11,12,1,14,25,27,34,
E01000169,Barnet,E09000003,695,72,150,49,52,127,35,50,19,2,59,27,19,34,
E01000170,Barnet,E09000003,687,66,98,30,49,169,39,32,35,9,59,34,30,37,
E01000171,Barnet,E09000003,999,70,242,16,90,155,35,53,46,1,170,50,24,47,
E01000172,Barnet,E09000003,611,75,50,53,62,171,65,17,21,6,22,28,20,21,
E01000173,Barnet,E09000003,615,61,59,43,53,152,61,20,22,4,57,42,23,18,
E01000174,Barnet,E09000003,766,105,161,31,55,129,34,25,55,4,76,30,18,43,
E01000175,Barnet,E09000003,642,65,64,63,66,154,53,23,24,5,30,24,43,28,
E01000176,Barnet,E09000003,720,153,117,30,40,77,75,27,11,5,70,49,25,41,
E01000177,Barnet,E09000003,692,98,111,33,54,166,17,51,27,4,45,26,14,46,
E01000178,Barnet,E09000003,680,86,115,41,48,143,49,31,23,3,51,27,22,41,
E01000179,Barnet,E09000003,765,55,184,19,82,174,19,68,27,3,45,23,18,48,
E01000180,Barnet,E09000003,669,127,83,34,37,112,32,49,21,0,48,42,21,63,
E01000181,Barnet,E09000003,678,56,123,51,62,129,31,61,18,1,25,20,17,84,
E01000182,Barnet,E09000003,727,96,147,42,73,140,26,72,16,2,24,19,9,61,
E01000183,Barnet,E09000003,606,113,81,41,51,146,20,32,15,2,31,29,13,32,
E01000184,Barnet,E09000003,712,47,178,30,35,116,33,43,15,9,67,53,28,58,
E01000185,Barnet,E09000003,644,106,135,11,22,79,25,42,7,4,68,58,17,70,
E01000186,Barnet,E09000003,511,35,28,86,37,151,67,2,5,0,19,20,38,23,
E01000187,Barnet,E09000003,598,101,47,69,54,150,50,7,13,6,32,32,21,16,
E01000188,Barnet,E09000003,507,45,27,87,44,146,66,2,10,1,17,13,21,28,
E01000189,Barnet,E09000003,991,52,212,8,102,217,44,57,18,5,112,81,30,53,
E01000190,Barnet,E09000003,566,64,34,74,47,144,69,7,13,0,32,23,33,26,
E01000191,Barnet,E09000003,555,95,36,75,52,138,50,10,2,0,21,25,24,27,
E01000192,Barnet,E09000003,711,92,74,70,76,152,43,13,8,2,42,25,36,78,
E01000193,Barnet,E09000003,710,73,108,49,55,120,68,26,12,2,54,28,47,68,
E01000194,Barnet,E09000003,705,67,124,30,49,119,46,21,18,0,95,24,45,67,
E01000195,Barnet,E09000003,723,59,154,22,45,134,43,12,21,4,96,38,57,38,
E01000196,Barnet,E09000003,1101,130,356,60,76,126,16,104,23,3,54,28,15,110,
E01000197,Barnet,E09000003,733,53,142,46,56,121,32,47,37,2,49,28,32,88,
E01000198,Barnet,E09000003,781,79,120,63,53,213,59,18,11,0,47,22,38,58,
E01000199,Barnet,E09000003,656,107,88,107,51,131,40,17,14,1,27,21,18,34,
E01000200,Barnet,E09000003,871,197,124,108,51,163,42,37,15,1,26,26,21,60,
E01000201,Barnet,E09000003,525,66,34,95,41,142,57,6,4,1,9,14,26,30,
E01000202,Barnet,E09000003,612,59,73,62,62,139,60,32,10,0,24,16,25,50,
E01000203,Barnet,E09000003,683,64,96,48,50,136,42,19,4,1,95,45,30,53,
E01000204,Barnet,E09000003,694,101,94,77,62,138,44,30,10,0,32,29,26,51,
E01000205,Barnet,E09000003,600,96,63,59,69,167,43,17,14,4,22,26,9,11,
E01000206,Barnet,E09000003,527,42,55,91,52,94,45,16,3,2,16,18,41,52,
E01000207,Barnet,E09000003,644,146,49,83,53,144,49,13,10,0,24,19,16,38,
E01000208,Barnet,E09000003,635,75,71,72,58,152,34,27,7,2,21,20,25,71,
E01000209,Barnet,E09000003,737,217,110,102,57,123,30,16,9,4,25,16,6,22,
E01000210,Barnet,E09000003,588,66,64,44,58,174,21,30,10,2,37,22,18,42,
E01000211,Barnet,E09000003,922,120,208,20,59,132,21,38,18,3,87,41,34,141,
E01000212,Barnet,E09000003,556,65,85,68,61,102,31,34,8,0,21,15,12,54,
E01000213,Barnet,E09000003,452,41,41,62,40,153,46,5,8,2,10,9,22,13,
E01000214,Barnet,E09000003,777,70,242,55,64,123,37,54,9,0,28,24,12,59,
E01000215,Barnet,E09000003,704,122,108,54,49,218,30,12,5,0,30,16,23,37,
E01000216,Barnet,E09000003,722,85,160,38,46,175,43,48,6,3,20,17,23,58,
E01000217,Barnet,E09000003,556,45,73,35,92,168,29,9,4,1,16,20,28,36,
E01000218,Barnet,E09000003,581,48,94,36,59,154,23,13,8,0,24,32,22,68,
E01000219,Barnet,E09000003,659,53,130,22,44,176,45,25,9,1,22,22,33,77,
E01000220,Barnet,E09000003,679,95,167,32,51,147,26,12,7,0,28,24,25,65,
E01000221,Barnet,E09000003,527,32,147,5,16,91,18,5,16,3,67,72,26,29,
E01000222,Barnet,E09000003,729,44,156,22,32,116,54,23,19,2,84,50,40,87,
E01000223,Barnet,E09000003,746,46,174,19,51,138,39,23,19,3,90,42,39,63,
E01000224,Barnet,E09000003,554,51,78,29,35,112,48,9,5,3,37,39,44,64,
E01000225,Barnet,E09000003,580,97,80,44,50,192,40,6,3,1,15,16,13,23,
E01000226,Barnet,E09000003,599,67,85,15,31,101,47,19,16,4,58,59,50,47,
E01000227,Barnet,E09000003,603,49,43,54,67,151,70,7,5,3,14,44,61,35,
E01000228,Barnet,E09000003,462,38,25,39,42,129,58,10,5,1,23,38,25,29,
E01000229,Barnet,E09000003,589,52,69,36,42,129,44,11,13,5,55,58,27,48,
E01000230,Barnet,E09000003,661,101,56,87,60,158,65,6,9,0,24,34,34,27,
E01000231,Barnet,E09000003,616,51,72,30,45,136,69,14,14,4,59,40,45,37,
E01000232,Barnet,E09000003,708,84,105,72,57,150,63,14,12,1,47,37,29,37,
E01000233,Barnet,E09000003,660,55,70,43,55,174,58,16,19,1,35,38,39,57,
E01000234,Barnet,E09000003,672,66,90,52,62,165,47,30,9,4,46,35,24,42,
E01000235,Barnet,E09000003,656,38,109,26,48,99,55,23,20,9,70,58,51,50,
E01000236,Barnet,E09000003,703,68,139,46,55,202,29,20,11,0,31,21,30,51,
E01000237,Barnet,E09000003,732,50,103,38,72,158,36,24,8,3,46,29,37,128,
E01000238,Barnet,E09000003,645,40,73,35,41,175,49,8,12,1,49,27,39,96,
E01000239,Barnet,E09000003,925,63,311,12,68,123,27,74,19,4,53,46,35,90,
E01000240,Barnet,E09000003,627,62,93,40,41,94,45,14,14,5,36,32,44,107,
E01000241,Barnet,E09000003,705,80,132,47,65,140,41,22,10,0,33,32,32,71,
E01000242,Barnet,E09000003,592,91,96,62,49,137,43,6,6,0,31,25,21,25,
E01000243,Barnet,E09000003,898,95,218,37,64,130,26,61,11,0,49,33,34,140,
E01000244,Barnet,E09000003,627,59,139,39,45,89,37,24,10,1,38,34,29,83,
E01000245,Barnet,E09000003,872,70,226,15,40,121,35,46,13,4,93,54,25,130,
E01000246,Barnet,E09000003,633,101,84,51,72,115,65,30,18,2,28,28,14,25,
E01000247,Barnet,E09000003,725,63,184,35,63,130,53,46,29,3,49,24,23,23,
E01000248,Barnet,E09000003,715,120,108,48,80,131,44,35,51,4,37,20,11,26,
E01000249,Barnet,E09000003,615,74,49,70,69,148,76,23,13,7,33,20,9,24,
E01000250,Barnet,E09000003,1143,145,257,56,111,166,47,80,46,3,71,59,17,85,
E01000251,Barnet,E09000003,1066,157,307,48,77,136,25,55,23,3,73,40,56,66,
E01000252,Barnet,E09000003,792,130,162,44,51,112,34,90,25,4,49,31,15,45,
E01000253,Barnet,E09000003,712,89,62,91,79,178,72,22,14,1,13,22,26,43,
E01000254,Barnet,E09000003,634,88,79,75,55,129,43,36,25,4,20,23,14,43,
E01000255,Barnet,E09000003,639,63,98,52,57,112,43,22,16,6,51,47,35,37,
E01000256,Barnet,E09000003,682,72,87,70,50,180,55,21,13,4,41,22,25,42,
E01000257,Barnet,E09000003,912,110,204,30,65,141,22,66,24,6,73,59,35,77,
E01000258,Barnet,E09000003,777,103,124,92,61,145,51,53,17,0,30,27,21,53,
E01000259,Barnet,E09000003,979,114,130,66,85,225,82,43,23,2,67,49,41,52,
E01000260,Barnet,E09000003,844,74,136,36,67,173,57,41,28,1,69,46,40,76,
E01000261,Barnet,E09000003,677,156,81,87,51,144,41,22,6,2,16,24,18,29,
E01000263,Barnet,E09000003,501,47,26,67,43,171,70,4,6,0,10,23,19,15,
E01000264,Barnet,E09000003,710,58,158,34,52,152,41,24,11,3,41,34,41,61,
E01000265,Barnet,E09000003,772,75,145,35,58,150,44,36,28,4,70,41,30,56,
E01000266,Barnet,E09000003,505,48,31,71,48,132,79,5,5,3,17,28,12,26,
E01000267,Barnet,E09000003,572,66,71,48,55,123,59,23,11,3,29,27,24,33,
E01000268,Barnet,E09000003,943,98,228,39,87,147,34,72,26,5,113,25,19,50,
E01000269,Barnet,E09000003,542,66,55,58,50,106,61,22,14,1,27,29,22,31,
E01000270,Barnet,E09000003,634,86,102,66,60,125,41,32,20,2,28,18,22,32,
E01000271,Barnet,E09000003,616,89,52,73,53,129,63,20,3,2,26,29,25,52,
E01000272,Barnet,E09000003,502,52,34,82,66,118,58,16,7,2,16,15,21,15,
E01000273,Barnet,E09000003,738,103,161,63,47,103,44,41,21,4,44,43,16,48,
E01000274,Barnet,E09000003,704,68,102,34,49,143,55,20,26,4,59,54,35,55,
E01000275,Barnet,E09000003,672,75,85,70,55,133,42,63,12,4,31,38,21,43,
E01000276,Barnet,E09000003,494,39,21,61,43,196,54,5,4,2,12,16,21,20,
E01000277,Barnet,E09000003,745,123,195,33,54,100,21,42,8,3,41,49,16,60,
E01000278,Barnet,E09000003,506,46,32,62,41,174,49,9,11,5,16,18,13,30,
E01000279,Barnet,E09000003,508,62,28,99,63,105,53,9,7,1,14,15,21,31,
E01000280,Barnet,E09000003,511,60,23,87,69,124,56,14,4,4,13,16,13,28,
E01000281,Barnet,E09000003,789,71,200,22,95,157,26,69,26,1,57,24,16,25,
E01000282,Barnet,E09000003,699,82,93,50,63,173,60,30,12,3,27,35,21,50,
E01000283,Barnet,E09000003,473,50,18,69,54,136,68,6,6,0,11,21,15,19,
E01000284,Barnet,E09000003,805,105,184,27,73,109,26,62,10,4,54,48,48,55,
E01000285,Barnet,E09000003,605,90,93,49,47,112,55,20,13,4,51,31,22,18,
E01000286,Barnet,E09000003,669,83,89,26,58,102,46,21,33,3,56,87,29,36,
E01000287,Barnet,E09000003,607,79,76,43,35,90,37,23,18,9,78,55,35,29,
E01000288,Barnet,E09000003,559,88,44,38,35,130,69,21,22,6,33,22,24,27,
E01000289,Barnet,E09000003,550,51,65,28,33,92,43,15,18,14,68,59,29,35,
E01000290,Barnet,E09000003,670,129,75,67,50,125,53,12,11,4,38,53,15,38,
E01000291,Barnet,E09000003,619,64,126,24,31,115,38,25,19,10,67,52,24,24,
E01000292,Barnet,E09000003,650,105,86,81,52,98,41,39,19,2,37,39,20,31,
E01000293,Barnet,E09000003,702,79,108,64,66,150,57,33,15,3,26,32,21,48,
E01000294,Barnet,E09000003,730,111,107,68,68,151,55,26,20,2,40,31,18,33,
E01000295,Barnet,E09000003,647,62,120,34,61,126,41,47,13,2,23,22,21,75,
E01000296,Barnet,E09000003,769,61,154,28,60,134,36,65,40,0,43,32,31,85,
E01000297,Barnet,E09000003,542,44,83,29,45,106,32,43,19,0,24,37,27,53,
E01000298,Barnet,E09000003,733,81,149,35,73,131,41,56,17,2,31,16,25,76,
E01000299,Barnet,E09000003,915,104,202,35,57,163,34,61,20,1,64,34,56,84,
E01000300,Barnet,E09000003,673,72,119,36,62,123,36,47,38,3,39,23,24,51,
E01000301,Barnet,E09000003,532,54,61,47,50,153,45,12,11,2,17,24,29,27,
E01000302,Barnet,E09000003,841,95,264,34,52,142,26,50,20,1,44,35,25,53,
E01000303,Barnet,E09000003,535,48,67,37,48,148,42,20,12,1,18,31,32,31,
E01000304,Barnet,E09000003,609,40,107,35,44,106,30,54,22,3,42,33,16,77,
E01000305,Barnet,E09000003,639,54,160,18,54,79,39,45,8,6,29,34,46,67,
E01000306,Barnet,E09000003,610,41,92,26,37,76,43,22,13,2,24,35,94,105,
E01000307,Barnet,E09000003,559,58,68,20,33,92,56,21,12,3,41,39,47,69,
E01000308,Barnet,E09000003,957,80,273,20,106,124,44,72,19,9,55,58,26,71,
E01000309,Barnet,E09000003,706,60,133,34,45,119,52,30,12,3,31,34,65,88,
E01000310,Barnet,E09000003,846,70,184,30,49,122,48,40,12,3,55,73,36,124,
E01000311,Barnet,E09000003,516,47,68,41,45,177,37,9,7,1,19,14,18,33,
E01000312,Barnet,E09000003,723,47,179,7,105,119,42,47,18,1,36,43,35,44,
E01000313,Barnet,E09000003,703,53,159,24,54,100,50,26,22,0,47,18,40,110,
E01000314,Barnet,E09000003,778,51,140,33,53,124,55,35,8,2,35,24,48,170,
E01000315,Barnet,E09000003,625,61,113,23,26,88,61,10,12,11,76,68,36,40,
E01000316,Barnet,E09000003,886,44,190,39,62,154,64,44,26,2,81,57,50,73,
E01000317,Barnet,E09000003,639,70,118,38,49,138,33,37,8,1,39,38,19,51,
E01000318,Barnet,E09000003,640,62,53,58,48,130,76,19,10,7,34,37,45,61,
E01000319,Barnet,E09000003,499,42,48,37,42,154,45,12,10,7,17,33,18,34,
E01000320,Barnet,E09000003,810,113,130,58,74,145,53,54,21,2,41,31,29,59,
E01000321,Barnet,E09000003,825,61,218,36,74,133,50,63,19,3,42,28,22,76,
E01000322,Barnet,E09000003,796,96,161,52,57,130,31,44,19,7,90,30,29,50,
E01000323,Barnet,E09000003,1019,88,296,30,75,139,61,75,15,2,55,41,40,102,
E01000324,Barnet,E09000003,652,57,90,45,42,144,54,22,18,4,51,39,35,51,
E01033911,Barnet,E09000003,649,57,69,60,87,158,55,26,13,1,38,23,27,35,
E01033912,Barnet,E09000003,628,16,140,16,68,197,14,44,16,0,50,12,22,33,
E01033913,Barnet,E09000003,543,50,81,3,29,104,21,11,17,0,123,29,35,40,
E01033914,Barnet,E09000003,600,40,97,20,24,101,40,17,22,3,107,43,53,33,
E01033915,Barnet,E09000003,585,4,156,1,29,117,17,46,18,2,125,30,17,23,
E01033916,Barnet,E09000003,653,39,189,9,60,107,13,44,22,1,77,20,25,47,
E01033917,Barnet,E09000003,706,9,238,4,84,115,13,74,8,1,51,34,17,58,
E01033918,Barnet,E09000003,626,12,245,3,83,90,7,55,9,0,32,23,8,59,
E01033919,Barnet,E09000003,651,5,215,5,97,84,15,102,10,1,31,25,8,53,
E01033920,Barnet,E09000003,638,16,146,11,86,126,22,69,10,2,18,17,25,90,
E01033921,Barnet,E09000003,690,9,192,5,71,133,6,54,17,2,68,24,14,95,
E01033922,Barnet,E09000003,685,9,190,2,79,129,16,44,15,1,41,15,37,107,
E01033923,Barnet,E09000003,586,40,123,12,54,121,53,25,14,1,58,21,27,37,
E01033924,Barnet,E09000003,586,24,166,7,36,91,32,26,11,3,59,46,36,49,
E01033925,Barnet,E09000003,608,46,99,29,48,114,37,38,22,5,32,30,39,69,
E01000325,Bexley,E09000004,581,56,35,83,55,133,69,20,22,11,24,27,20,26,
E01000326,Bexley,E09000004,540,46,74,37,61,91,27,51,43,2,46,20,20,22,
E01000327,Bexley,E09000004,624,105,39,85,63,137,63,14,18,6,25,23,25,21,
E01000328,Bexley,E09000004,616,79,52,76,63,139,48,22,34,5,37,24,20,17,
E01000329,Bexley,E09000004,665,80,90,46,58,123,54,25,31,9,63,37,24,25,
E01000330,Bexley,E09000004,775,175,132,58,61,72,49,45,35,4,51,38,28,27,
E01000331,Bexley,E09000004,614,75,70,42,46,111,44,28,37,10,62,38,33,18,
E01000332,Bexley,E09000004,619,94,67,74,55,69,42,30,24,2,37,44,43,38,
E01000333,Bexley,E09000004,816,128,147,44,56,110,29,44,46,11,83,49,25,44,
E01000334,Bexley,E09000004,633,95,69,53,55,107,56,29,32,4,45,34,28,26,
E01000335,Bexley,E09000004,1048,53,237,18,77,144,48,73,46,4,123,54,65,106,
E01000336,Bexley,E09000004,796,89,187,17,36,86,27,29,38,13,129,42,47,56,
E01000337,Bexley,E09000004,646,51,84,31,54,94,45,35,29,3,93,40,42,45,
E01000338,Bexley,E09000004,684,54,102,26,62,119,50,40,27,9,66,38,45,46,
E01000339,Bexley,E09000004,603,68,56,66,55,113,63,27,32,6,48,38,12,19,
E01000340,Bexley,E09000004,630,87,67,68,50,118,53,25,35,7,40,37,19,24,
E01000341,Bexley,E09000004,622,99,49,87,61,91,62,24,41,5,30,40,16,17,
E01000342,Bexley,E09000004,629,83,102,44,50,100,57,44,46,5,31,44,16,7,
E01000343,Bexley,E09000004,550,68,54,61,37,115,60,23,27,9,33,20,27,16,
E01000344,Bexley,E09000004,639,97,63,62,61,133,57,31,28,6,40,29,10,22,
E01000345,Bexley,E09000004,485,42,35,63,48,94,65,28,23,4,20,25,18,20,
E01000346,Bexley,E09000004,615,80,61,70,60,119,37,44,46,8,25,30,24,11,
E01000347,Bexley,E09000004,629,111,79,55,52,94,49,31,40,3,41,29,17,28,
E01000348,Bexley,E09000004,529,54,20,72,59,131,86,14,20,10,13,18,15,17,
E01000349,Bexley,E09000004,656,94,50,94,72,157,53,17,24,2,30,28,14,21,
E01000350,Bexley,E09000004,527,50,36,64,41,122,71,20,22,8,21,29,19,24,
E01000351,Bexley,E09000004,619,78,43,88,71,109,58,31,43,4,25,24,24,21,
E01000352,Bexley,E09000004,669,104,101,53,55,103,46,30,31,4,63,32,27,20,
E01000353,Bexley,E09000004,658,117,31,124,74,113,72,24,16,6,16,18,24,23,
E01000354,Bexley,E09000004,611,88,77,54,43,99,48,22,29,9,46,45,23,28,
E01000355,Bexley,E09000004,602,102,43,104,56,93,61,33,19,9,19,27,9,27,
E01000356,Bexley,E09000004,635,115,55,94,52,134,46,21,15,6,16,29,28,24,
E01000357,Bexley,E09000004,489,61,24,48,57,127,66,6,19,9,17,21,19,15,
E01000358,Bexley,E09000004,665,95,69,73,69,115,62,30,28,1,36,35,26,26,
E01000359,Bexley,E09000004,493,60,42,82,58,92,57,15,14,4,12,17,16,24,
E01000360,Bexley,E09000004,768,95,114,53,64,126,28,53,46,4,65,42,22,56,
E01000361,Bexley,E09000004,601,56,64,46,60,102,63,37,39,8,34,39,29,24,
E01000362,Bexley,E09000004,776,125,107,71,58,106,61,58,30,6,56,39,28,31,
E01000363,Bexley,E09000004,564,76,41,67,62,107,54,24,18,7,30,19,34,25,
E01000364,Bexley,E09000004,646,84,80,64,43,135,54,29,38,2,32,29,23,33,
E01000365,Bexley,E09000004,706,138,89,68,50,123,43,25,25,9,58,25,26,27,
E01000366,Bexley,E09000004,665,63,107,49,78,143,39,41,22,1,30,40,28,24,
E01000367,Bexley,E09000004,793,67,123,37,44,115,52,24,57,8,131,47,51,37,
E01000368,Bexley,E09000004,625,45,92,25,36,87,41,30,43,8,93,51,41,33,
E01000369,Bexley,E09000004,625,56,72,68,62,106,55,32,25,6,36,42,33,32,
E01000370,Bexley,E09000004,625,107,64,80,67,106,57,24,23,4,15,25,27,26,
E01000371,Bexley,E09000004,630,68,68,59,66,118,56,36,43,9,43,25,16,23,
E01000372,Bexley,E09000004,591,57,67,43,47,95,59,8,28,8,61,45,40,33,
E01000373,Bexley,E09000004,464,30,81,5,22,102,21,26,43,3,70,22,23,16,
E01000374,Bexley,E09000004,522,46,53,25,31,115,28,16,28,4,68,51,31,26,
E01000375,Bexley,E09000004,785,54,115,35,61,147,51,71,45,7,71,37,47,44,
E01000376,Bexley,E09000004,610,75,69,41,46,125,48,44,42,5,48,25,14,28,
E01000377,Bexley,E09000004,650,94,110,50,61,95,32,46,34,10,42,34,22,20,
E01000379,Bexley,E09000004,665,73,89,46,60,121,44,51,30,2,46,48,28,27,
E01000380,Bexley,E09000004,906,186,235,50,85,71,38,67,26,9,67,35,16,21,
E01000381,Bexley,E09000004,661,80,104,48,52,101,48,33,26,8,77,34,18,32,
E01000382,Bexley,E09000004,595,83,36,77,67,131,68,20,25,5,23,21,21,18,
E01000383,Bexley,E09000004,622,89,58,82,68,95,59,23,29,4,26,38,22,29,
E01000384,Bexley,E09000004,758,146,113,44,63,130,37,47,30,1,55,32,23,37,
E01000385,Bexley,E09000004,782,74,141,44,40,113,32,31,40,4,132,67,33,31,
E01000386,Bexley,E09000004,649,110,127,20,43,64,35,31,25,5,83,39,25,42,
E01000387,Bexley,E09000004,624,102,55,67,74,114,59,25,26,8,25,33,17,19,
